,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member
17165,10,10,7,1,1,0,1,0,0,51,81000.0,1,0,0,702
8178,5,5,5,1,1,1,1,0,0,56,80000.0,1,0,0,1669
21061,10,10,5,1,1,1,1,0,0,31,44000.0,0,1,0,194
18701,5,5,7,1,0,1,1,0,0,60,48000.0,0,1,0,1535
39177,0,0,3,1,1,0,0,0,1,83,90000.0,0,1,0,1031
27681,10,10,7,1,1,0,1,0,0,54,74000.0,0,1,0,1492
17801,0,0,3,1,1,0,0,0,1,70,59000.0,0,1,0,1125
10443,10,10,5,1,1,1,1,0,0,76,34000.0,0,1,0,176
8381,2,10,7,1,0,1,0,1,0,21,41000.0,0,1,0,1544
3182,5,5,7,1,0,1,1,0,0,59,39000.0,1,0,0,719
5678,10,10,5,1,1,1,1,0,0,59,84000.0,0,0,1,1592
37696,0,0,4,1,0,1,0,0,1,55,80000.0,1,0,0,1606
26810,5,5,5,1,1,1,1,0,0,56,104000.0,1,0,0,1039
25193,2,10,10,1,1,1,0,1,0,60,112000.0,1,0,0,1517
7108,0,0,4,1,0,1,0,0,1,40,88000.0,0,0,1,1462
27775,2,10,10,1,1,1,0,1,0,71,97000.0,0,1,0,1782
39689,5,5,7,1,0,1,1,0,0,60,118000.0,1,0,0,1142
6565,2,10,10,1,1,1,0,1,0,63,115000.0,1,0,0,1370
1657,2,10,10,1,1,1,0,1,0,73,65000.0,1,0,0,1154
15494,0,0,3,1,1,0,0,0,1,27,69000.0,0,1,0,1530
31975,2,10,7,1,0,1,0,1,0,68,63000.0,1,0,0,958
44437,0,0,4,1,0,1,0,0,1,62,85000.0,1,0,0,1716
9514,2,10,10,1,1,1,0,1,0,40,48000.0,0,1,0,1581
26311,5,5,5,1,1,1,1,0,0,77,61000.0,0,1,0,1734
20067,0,0,3,1,1,0,0,0,1,42,32000.0,0,1,0,400
30400,5,5,7,1,0,1,1,0,0,22,70000.0,1,0,0,1475
2254,0,0,3,1,1,0,0,0,1,49,75000.0,1,0,0,1709
28231,5,5,7,1,0,1,1,0,0,46,59000.0,0,1,0,1648
28201,10,10,7,1,1,0,1,0,0,52,80000.0,1,0,0,932
38371,5,5,5,1,1,1,1,0,0,37,63000.0,1,0,0,1546
17948,2,10,7,1,0,1,0,1,0,69,73000.0,1,0,0,886
6972,10,10,5,1,1,1,1,0,0,24,42000.0,0,1,0,1686
36637,2,10,10,1,1,1,0,1,0,54,113000.0,0,1,0,992
42868,5,20,10,0,0,1,0,1,0,53,49000.0,0,1,0,1493
19885,0,0,3,1,1,0,0,0,1,62,86000.0,0,1,0,1202
36264,5,5,5,1,1,1,1,0,0,43,52000.0,0,1,0,1547
4573,10,10,5,1,1,1,1,0,0,80,116000.0,1,0,0,1311
11728,3,7,7,1,1,1,0,1,0,72,76000.0,1,0,0,1681
9314,0,0,4,1,0,1,0,0,1,26,72000.0,1,0,0,1227
36707,3,7,7,1,1,1,0,1,0,52,92000.0,0,1,0,260
21836,0,0,3,1,1,0,0,0,1,41,57000.0,1,0,0,1696
10641,0,0,4,1,0,1,0,0,1,80,89000.0,0,1,0,181
12662,5,5,5,1,1,1,1,0,0,51,78000.0,1,0,0,853
34846,10,10,5,1,1,1,1,0,0,71,84000.0,0,1,0,1268
41058,5,20,10,0,0,1,0,1,0,38,58000.0,0,1,0,1192
20922,2,10,7,1,0,1,0,1,0,53,96000.0,0,1,0,1372
1569,0,0,4,1,0,1,0,0,1,67,88000.0,0,1,0,1235
29721,5,5,7,1,0,1,1,0,0,40,62000.0,1,0,0,1528
29943,5,20,10,0,0,1,0,1,0,42,39000.0,1,0,0,1670
20831,2,10,10,1,1,1,0,1,0,70,82000.0,1,0,0,115
31871,0,0,3,1,1,0,0,0,1,68,41000.0,1,0,0,1798
33455,3,7,7,1,1,1,0,1,0,21,46000.0,0,1,0,527
44049,10,10,7,1,1,0,1,0,0,45,40000.0,0,1,0,1785
37988,2,10,10,1,1,1,0,1,0,57,114000.0,1,0,0,1436
17718,5,5,5,1,1,1,1,0,0,49,70000.0,0,1,0,1124
4302,5,5,7,1,0,1,1,0,0,76,109000.0,1,0,0,1327
23492,5,5,5,1,1,1,1,0,0,45,52000.0,0,1,0,1630
31877,5,5,7,1,0,1,1,0,0,25,67000.0,1,0,0,1586
5126,2,10,10,1,1,1,0,1,0,48,76000.0,0,1,0,1482
26484,0,0,3,1,1,0,0,0,1,53,100000.0,0,1,0,490
31793,5,5,7,1,0,1,1,0,0,69,53000.0,0,1,0,1761
2935,5,5,5,1,1,1,1,0,0,40,71000.0,0,1,0,1745
25774,5,20,10,0,0,1,0,1,0,88,71000.0,1,0,0,818
7469,0,0,3,1,1,0,0,0,1,31,51000.0,0,1,0,1694
1889,10,10,7,1,1,0,1,0,0,76,43000.0,0,1,0,1749
11351,5,20,10,0,0,1,0,1,0,79,61000.0,0,1,0,940
3275,3,7,7,1,1,1,0,1,0,42,71000.0,1,0,0,1618
17351,5,5,7,1,0,1,1,0,0,69,70000.0,1,0,0,1583
30261,5,5,5,1,1,1,1,0,0,41,62000.0,0,1,0,1490
259,2,10,10,1,1,1,0,1,0,61,99000.0,1,0,0,1118
18903,5,5,5,1,1,1,1,0,0,22,57000.0,0,1,0,1692
9218,2,10,10,1,1,1,0,1,0,55,52000.0,0,1,0,502
38980,0,0,3,1,1,0,0,0,1,87,73000.0,1,0,0,1566
13049,10,10,7,1,1,0,1,0,0,55,93000.0,1,0,0,1123
28534,10,10,7,1,1,0,1,0,0,62,99000.0,1,0,0,1741
42100,10,10,5,1,1,1,1,0,0,25,55000.0,0,1,0,1692
11092,10,10,7,1,1,0,1,0,0,50,78000.0,1,0,0,971
15305,2,10,10,1,1,1,0,1,0,53,113000.0,1,0,0,1639
13996,0,0,3,1,1,0,0,0,1,70,50000.0,0,1,0,1599
40985,10,10,5,1,1,1,1,0,0,64,98000.0,0,1,0,1567
21064,3,7,7,1,1,1,0,1,0,31,44000.0,0,1,0,194
7141,2,10,10,1,1,1,0,1,0,67,90000.0,0,1,0,1672
2606,0,0,4,1,0,1,0,0,1,33,72000.0,0,1,0,765
34004,0,0,4,1,0,1,0,0,1,56,43000.0,0,1,0,1623
4250,2,10,10,1,1,1,0,1,0,37,72000.0,0,1,0,1791
12795,0,0,3,1,1,0,0,0,1,70,62000.0,1,0,0,1588
7918,3,7,7,1,1,1,0,1,0,40,65000.0,0,1,0,835
29358,2,10,10,1,1,1,0,1,0,63,86000.0,0,1,0,1322
2356,5,5,7,1,0,1,1,0,0,25,48000.0,0,1,0,930
40012,5,5,5,1,1,1,1,0,0,78,99000.0,1,0,0,1362
29820,5,5,5,1,1,1,1,0,0,50,82000.0,0,1,0,1286
43958,5,20,10,0,0,1,0,1,0,64,84000.0,1,0,0,766
4557,2,10,7,1,0,1,0,1,0,49,41000.0,0,1,0,1641
21416,5,5,5,1,1,1,1,0,0,54,55000.0,0,1,0,1495
44412,3,7,7,1,1,1,0,1,0,43,68000.0,0,1,0,1475
25955,0,0,3,1,1,0,0,0,1,65,81000.0,1,0,0,1626
16446,3,7,7,1,1,1,0,1,0,59,108000.0,1,0,0,971
5092,3,7,7,1,1,1,0,1,0,95,66000.0,1,0,0,1479
39961,10,10,7,1,1,0,1,0,0,76,95000.0,1,0,0,1346
27058,10,10,5,1,1,1,1,0,0,60,97000.0,1,0,0,929
15146,3,7,7,1,1,1,0,1,0,70,79000.0,0,1,0,1538
35729,5,5,7,1,0,1,1,0,0,32,45000.0,1,0,0,1791
4784,10,10,5,1,1,1,1,0,0,28,50000.0,1,0,0,1576
10277,5,5,5,1,1,1,1,0,0,52,68000.0,0,1,0,1377
22993,5,20,10,0,0,1,0,1,0,55,67000.0,0,1,0,1345
23579,5,5,5,1,1,1,1,0,0,26,73000.0,0,1,0,1804
17180,5,5,7,1,0,1,1,0,0,100,63000.0,0,1,0,806
34480,10,10,5,1,1,1,1,0,0,49,80000.0,1,0,0,1503
38619,2,10,7,1,0,1,0,1,0,58,30000.0,1,0,0,1509
13187,10,10,5,1,1,1,1,0,0,82,54000.0,0,1,0,300
3713,10,10,5,1,1,1,1,0,0,57,52000.0,0,1,0,816
24891,5,5,7,1,0,1,1,0,0,73,78000.0,0,1,0,1155
25672,2,10,10,1,1,1,0,1,0,67,97000.0,0,1,0,1555
691,5,20,10,0,0,1,0,1,0,28,68000.0,0,1,0,1572
15880,5,5,5,1,1,1,1,0,0,38,66000.0,0,1,0,1293
15432,2,10,10,1,1,1,0,1,0,62,77000.0,1,0,0,1607
36742,10,10,7,1,1,0,1,0,0,80,75000.0,1,0,0,1605
31028,10,10,5,1,1,1,1,0,0,57,56000.0,1,0,0,933
18392,5,5,7,1,0,1,1,0,0,82,81000.0,0,1,0,1701
13367,2,10,10,1,1,1,0,1,0,30,56000.0,1,0,0,1786
42774,2,10,7,1,0,1,0,1,0,62,106000.0,1,0,0,1540
41284,5,5,7,1,0,1,1,0,0,18,64000.0,1,0,0,1490
7224,5,20,10,0,0,1,0,1,0,27,32000.0,0,1,0,1037
40374,10,10,5,1,1,1,1,0,0,41,34000.0,0,1,0,345
23301,5,20,10,0,0,1,0,1,0,70,80000.0,1,0,0,776
41343,0,0,3,1,1,0,0,0,1,51,104000.0,0,1,0,1323
31280,3,7,7,1,1,1,0,1,0,72,31000.0,0,1,0,39
21012,5,5,5,1,1,1,1,0,0,52,50000.0,0,1,0,824
10356,0,0,4,1,0,1,0,0,1,70,45000.0,0,1,0,1743
39871,5,5,7,1,0,1,1,0,0,67,70000.0,1,0,0,1167
29397,0,0,3,1,1,0,0,0,1,48,74000.0,1,0,0,1501
26178,2,10,10,1,1,1,0,1,0,53,60000.0,0,1,0,1819
16668,5,5,5,1,1,1,1,0,0,67,95000.0,1,0,0,1689
25494,2,10,7,1,0,1,0,1,0,40,40000.0,0,1,0,1646
34226,3,7,7,1,1,1,0,1,0,82,81000.0,1,0,0,1041
414,10,10,7,1,1,0,1,0,0,36,47000.0,1,0,0,1633
42196,10,10,7,1,1,0,1,0,0,25,52000.0,1,0,0,957
2582,10,10,5,1,1,1,1,0,0,51,50000.0,1,0,0,1189
11116,5,5,7,1,0,1,1,0,0,39,59000.0,1,0,0,931
14965,10,10,5,1,1,1,1,0,0,66,83000.0,0,1,0,1325
3529,10,10,5,1,1,1,1,0,0,66,61000.0,1,0,0,1474
22718,10,10,5,1,1,1,1,0,0,68,54000.0,0,1,0,500
13122,2,10,7,1,0,1,0,1,0,69,51000.0,1,0,0,988
40617,2,10,10,1,1,1,0,1,0,60,31000.0,0,1,0,1562
10174,5,20,10,0,0,1,0,1,0,60,51000.0,0,1,0,1463
39518,5,5,5,1,1,1,1,0,0,61,115000.0,1,0,0,969
22044,5,5,7,1,0,1,1,0,0,42,36000.0,0,1,0,1599
33794,10,10,7,1,1,0,1,0,0,51,118000.0,0,1,0,953
20523,5,5,7,1,0,1,1,0,0,71,59000.0,0,1,0,1677
1642,5,5,7,1,0,1,1,0,0,63,96000.0,0,1,0,1467
35388,0,0,3,1,1,0,0,0,1,53,96000.0,0,1,0,1568
23329,2,10,10,1,1,1,0,1,0,63,90000.0,0,1,0,1152
29367,10,10,5,1,1,1,1,0,0,67,41000.0,1,0,0,1470
11644,5,20,10,0,0,1,0,1,0,36,34000.0,0,1,0,1494
39023,10,10,7,1,1,0,1,0,0,50,62000.0,0,1,0,738
17914,0,0,3,1,1,0,0,0,1,73,79000.0,1,0,0,1510
9619,0,0,3,1,1,0,0,0,1,86,55000.0,0,1,0,1522
20467,10,10,5,1,1,1,1,0,0,71,70000.0,0,1,0,1462
31182,5,5,5,1,1,1,1,0,0,79,78000.0,1,0,0,1539
13119,0,0,3,1,1,0,0,0,1,27,73000.0,1,0,0,1572
38737,10,10,7,1,1,0,1,0,0,62,34000.0,0,1,0,1823
20706,2,10,7,1,0,1,0,1,0,35,35000.0,0,1,0,870
41810,0,0,4,1,0,1,0,0,1,88,59000.0,1,0,0,1504
4949,2,10,10,1,1,1,0,1,0,41,55000.0,0,1,0,1652
20052,3,7,7,1,1,1,0,1,0,95,81000.0,1,0,0,1413
3289,0,0,4,1,0,1,0,0,1,49,38000.0,0,1,0,1802
41254,5,20,10,0,0,1,0,1,0,37,56000.0,1,0,0,1817
39746,5,5,7,1,0,1,1,0,0,33,73000.0,1,0,0,1743
16698,3,7,7,1,1,1,0,1,0,85,37000.0,1,0,0,1499
31629,10,10,5,1,1,1,1,0,0,43,79000.0,1,0,0,1589
18979,10,10,5,1,1,1,1,0,0,43,53000.0,0,1,0,1339
24211,2,10,7,1,0,1,0,1,0,78,63000.0,1,0,0,1503
24762,2,10,10,1,1,1,0,1,0,31,46000.0,0,1,0,1200
9046,5,5,7,1,0,1,1,0,0,53,98000.0,1,0,0,1031
27676,0,0,3,1,1,0,0,0,1,37,77000.0,0,1,0,1248
28519,5,20,10,0,0,1,0,1,0,33,74000.0,0,1,0,1560
10302,5,5,7,1,0,1,1,0,0,74,100000.0,1,0,0,1591
7757,2,10,10,1,1,1,0,1,0,83,110000.0,0,1,0,1482
9355,2,10,7,1,0,1,0,1,0,71,53000.0,0,1,0,1453
12347,5,20,10,0,0,1,0,1,0,56,57000.0,1,0,0,734
5784,5,5,5,1,1,1,1,0,0,68,62000.0,0,1,0,950
1616,10,10,5,1,1,1,1,0,0,67,39000.0,0,1,0,892
10085,2,10,10,1,1,1,0,1,0,64,70000.0,0,1,0,1315
98,2,10,10,1,1,1,0,1,0,59,106000.0,0,1,0,1363
39579,10,10,5,1,1,1,1,0,0,57,65000.0,0,1,0,149
6917,10,10,7,1,1,0,1,0,0,47,92000.0,1,0,0,1809
36233,0,0,4,1,0,1,0,0,1,74,89000.0,0,1,0,771
42340,0,0,3,1,1,0,0,0,1,48,33000.0,0,1,0,1217
26726,5,20,10,0,0,1,0,1,0,59,116000.0,1,0,0,897
40808,10,10,7,1,1,0,1,0,0,44,54000.0,0,1,0,1796
39775,5,5,7,1,0,1,1,0,0,45,56000.0,1,0,0,1357
8061,0,0,3,1,1,0,0,0,1,67,71000.0,0,1,0,1323
10541,5,20,10,0,0,1,0,1,0,48,39000.0,0,1,0,125
3328,0,0,4,1,0,1,0,0,1,28,58000.0,1,0,0,1566
33684,10,10,5,1,1,1,1,0,0,75,95000.0,1,0,0,1377
15688,5,5,7,1,0,1,1,0,0,53,116000.0,1,0,0,1559
16768,10,10,5,1,1,1,1,0,0,84,64000.0,0,1,0,815
12246,0,0,4,1,0,1,0,0,1,52,119000.0,1,0,0,1667
25295,10,10,7,1,1,0,1,0,0,22,39000.0,1,0,0,1618
2282,2,10,10,1,1,1,0,1,0,66,58000.0,0,1,0,1631
33605,5,5,7,1,0,1,1,0,0,21,47000.0,0,1,0,100
39856,5,5,7,1,0,1,1,0,0,18,67000.0,1,0,0,1421
32628,10,10,7,1,1,0,1,0,0,72,62000.0,1,0,0,1750
38388,5,20,10,0,0,1,0,1,0,41,88000.0,0,1,0,1770
39363,2,10,7,1,0,1,0,1,0,36,59000.0,0,1,0,1491
21016,0,0,3,1,1,0,0,0,1,34,42000.0,1,0,0,1814
16937,2,10,10,1,1,1,0,1,0,46,100000.0,0,1,0,1556
2449,5,5,7,1,0,1,1,0,0,38,75000.0,0,1,0,1254
11725,10,10,5,1,1,1,1,0,0,72,76000.0,1,0,0,1681
43486,3,7,7,1,1,1,0,1,0,58,82000.0,0,1,0,1523
25605,10,10,7,1,1,0,1,0,0,55,61000.0,0,1,0,1611
23007,5,20,10,0,0,1,0,1,0,46,59000.0,0,1,0,1496
684,0,0,3,1,1,0,0,0,1,68,85000.0,0,1,0,784
18643,5,5,5,1,1,1,1,0,0,41,49000.0,0,1,0,1034
29470,3,7,7,1,1,1,0,1,0,64,59000.0,1,0,0,1765
29816,3,7,7,1,1,1,0,1,0,37,70000.0,0,1,0,1329
11420,10,10,7,1,1,0,1,0,0,71,81000.0,0,1,0,1478
14961,10,10,7,1,1,0,1,0,0,26,56000.0,0,1,0,1533
28665,2,10,7,1,0,1,0,1,0,59,112000.0,1,0,0,1015
13206,3,7,7,1,1,1,0,1,0,82,65000.0,0,1,0,1181
23898,0,0,3,1,1,0,0,0,1,83,90000.0,1,0,0,1363
39049,10,10,5,1,1,1,1,0,0,32,49000.0,1,0,0,800
15518,2,10,7,1,0,1,0,1,0,66,88000.0,1,0,0,779
13492,10,10,5,1,1,1,1,0,0,70,93000.0,1,0,0,1786
15209,10,10,5,1,1,1,1,0,0,60,59000.0,1,0,0,1132
3952,5,5,5,1,1,1,1,0,0,49,96000.0,0,1,0,1404
27152,10,10,5,1,1,1,1,0,0,41,60000.0,0,1,0,919
18793,10,10,5,1,1,1,1,0,0,48,57000.0,0,1,0,1727
34975,5,5,7,1,0,1,1,0,0,43,31000.0,1,0,0,1499
2462,0,0,3,1,1,0,0,0,1,82,68000.0,1,0,0,1639
20050,2,10,10,1,1,1,0,1,0,57,103000.0,0,1,0,1816
26664,0,0,3,1,1,0,0,0,1,63,62000.0,0,1,0,1703
40337,5,5,7,1,0,1,1,0,0,63,71000.0,1,0,0,1815
29049,5,5,7,1,0,1,1,0,0,19,35000.0,0,1,0,1562
12783,5,20,10,0,0,1,0,1,0,45,82000.0,0,1,0,996
8941,0,0,3,1,1,0,0,0,1,60,56000.0,0,1,0,1524
30359,0,0,4,1,0,1,0,0,1,51,84000.0,1,0,0,1320
41975,3,7,7,1,1,1,0,1,0,45,47000.0,0,1,0,1754
24830,0,0,3,1,1,0,0,0,1,88,56000.0,1,0,0,1589
28916,5,5,5,1,1,1,1,0,0,59,43000.0,0,1,0,1807
31428,2,10,7,1,0,1,0,1,0,58,93000.0,1,0,0,412
26834,5,5,5,1,1,1,1,0,0,57,80000.0,0,1,0,830
32627,3,7,7,1,1,1,0,1,0,44,51000.0,0,1,0,1347
33125,2,10,7,1,0,1,0,1,0,56,35000.0,1,0,0,1673
6385,5,20,10,0,0,1,0,1,0,38,44000.0,0,1,0,1568
3957,2,10,7,1,0,1,0,1,0,73,70000.0,1,0,0,1623
32094,2,10,7,1,0,1,0,1,0,47,57000.0,1,0,0,1812
19714,2,10,10,1,1,1,0,1,0,71,34000.0,1,0,0,1072
13305,10,10,7,1,1,0,1,0,0,49,37000.0,0,1,0,799
21165,10,10,7,1,1,0,1,0,0,83,43000.0,1,0,0,1498
28774,10,10,5,1,1,1,1,0,0,48,85000.0,1,0,0,917
24090,5,5,5,1,1,1,1,0,0,55,85000.0,0,1,0,1276
11316,2,10,10,1,1,1,0,1,0,56,73000.0,1,0,0,976
1843,0,0,4,1,0,1,0,0,1,53,118000.0,0,1,0,1347
24413,0,0,4,1,0,1,0,0,1,70,97000.0,1,0,0,1162
19067,5,20,10,0,0,1,0,1,0,39,55000.0,1,0,0,473
37992,5,5,5,1,1,1,1,0,0,47,34000.0,0,1,0,1529
6114,5,20,10,0,0,1,0,1,0,74,106000.0,1,0,0,1125
34594,5,20,10,0,0,1,0,1,0,69,48000.0,0,1,0,1661
15199,10,10,5,1,1,1,1,0,0,64,77000.0,0,1,0,1732
30635,0,0,4,1,0,1,0,0,1,48,74000.0,0,1,0,801
20826,10,10,7,1,1,0,1,0,0,26,52000.0,0,1,0,1725
34263,5,20,10,0,0,1,0,1,0,71,88000.0,0,1,0,1309
35001,5,5,7,1,0,1,1,0,0,40,57000.0,0,1,0,1685
30517,2,10,7,1,0,1,0,1,0,46,54000.0,1,0,0,874
6719,5,20,10,0,0,1,0,1,0,21,36000.0,1,0,0,1020
27437,5,5,7,1,0,1,1,0,0,29,62000.0,1,0,0,1755
37717,10,10,5,1,1,1,1,0,0,54,90000.0,0,1,0,1434
2414,2,10,10,1,1,1,0,1,0,52,52000.0,0,1,0,845
25312,2,10,10,1,1,1,0,1,0,49,98000.0,1,0,0,1207
30094,10,10,5,1,1,1,1,0,0,47,34000.0,0,1,0,1470
33264,3,7,7,1,1,1,0,1,0,63,59000.0,0,1,0,1807
37077,5,5,5,1,1,1,1,0,0,57,33000.0,1,0,0,1507
1995,10,10,7,1,1,0,1,0,0,65,72000.0,1,0,0,1738
38774,3,7,7,1,1,1,0,1,0,44,51000.0,0,1,0,1224
35470,10,10,5,1,1,1,1,0,0,51,118000.0,1,0,0,1026
29134,5,20,10,0,0,1,0,1,0,26,35000.0,1,0,0,1058
926,2,10,7,1,0,1,0,1,0,41,68000.0,0,1,0,1513
27637,5,5,7,1,0,1,1,0,0,53,100000.0,0,1,0,1071
35668,0,0,3,1,1,0,0,0,1,49,102000.0,1,0,0,1630
24108,2,10,10,1,1,1,0,1,0,52,92000.0,0,0,1,1720
12424,10,10,5,1,1,1,1,0,0,21,63000.0,1,0,0,1276
40772,2,10,10,1,1,1,0,1,0,46,60000.0,0,1,0,503
27593,5,20,10,0,0,1,0,1,0,24,38000.0,1,0,0,1675
9750,3,7,7,1,1,1,0,1,0,53,50000.0,1,0,0,1272
14637,2,10,7,1,0,1,0,1,0,80,62000.0,1,0,0,1109
20944,5,5,5,1,1,1,1,0,0,58,66000.0,1,0,0,603
28773,10,10,7,1,1,0,1,0,0,48,85000.0,1,0,0,917
8606,5,5,5,1,1,1,1,0,0,58,95000.0,1,0,0,1581
40174,5,5,5,1,1,1,1,0,0,60,75000.0,0,1,0,1779
3153,10,10,7,1,1,0,1,0,0,57,67000.0,1,0,0,1125
4330,0,0,3,1,1,0,0,0,1,49,61000.0,0,1,0,1711
1979,0,0,3,1,1,0,0,0,1,39,78000.0,1,0,0,904
19993,5,5,7,1,0,1,1,0,0,54,83000.0,0,1,0,1528
31737,5,5,7,1,0,1,1,0,0,44,74000.0,0,1,0,1541
23824,10,10,7,1,1,0,1,0,0,51,58000.0,1,0,0,1001
18050,5,5,7,1,0,1,1,0,0,48,46000.0,1,0,0,1810
12410,5,5,7,1,0,1,1,0,0,31,56000.0,0,1,0,1532
27839,10,10,7,1,1,0,1,0,0,29,52000.0,1,0,0,1566
5137,2,10,10,1,1,1,0,1,0,56,37000.0,0,1,0,1729
36974,0,0,3,1,1,0,0,0,1,57,49000.0,1,0,0,1391
37018,3,7,7,1,1,1,0,1,0,28,34000.0,1,0,0,1122
10270,0,0,3,1,1,0,0,0,1,88,89000.0,1,0,0,1444
28881,2,10,10,1,1,1,0,1,0,66,70000.0,0,1,0,1176
10079,5,5,7,1,0,1,1,0,0,47,39000.0,1,0,0,1522
27025,2,10,7,1,0,1,0,1,0,45,73000.0,0,1,0,888
9156,10,10,7,1,1,0,1,0,0,90,99000.0,1,0,0,1443
8099,10,10,7,1,1,0,1,0,0,54,53000.0,0,1,0,1113
14960,5,5,5,1,1,1,1,0,0,61,118000.0,1,0,0,803
6956,2,10,10,1,1,1,0,1,0,35,39000.0,1,0,0,1464
12769,10,10,5,1,1,1,1,0,0,60,74000.0,0,1,0,1479
41957,5,5,7,1,0,1,1,0,0,51,58000.0,1,0,0,1464
23138,0,0,3,1,1,0,0,0,1,70,41000.0,0,0,1,1731
16395,3,7,7,1,1,1,0,1,0,32,71000.0,0,1,0,1667
13957,2,10,10,1,1,1,0,1,0,24,57000.0,0,1,0,1618
24393,10,10,5,1,1,1,1,0,0,68,48000.0,0,1,0,1270
2283,0,0,3,1,1,0,0,0,1,66,58000.0,0,1,0,1631
39174,10,10,5,1,1,1,1,0,0,83,90000.0,0,1,0,1031
27535,3,7,7,1,1,1,0,1,0,54,61000.0,0,1,0,1337
35288,5,5,7,1,0,1,1,0,0,57,96000.0,1,0,0,1640
18027,2,10,7,1,0,1,0,1,0,80,50000.0,0,1,0,1448
859,10,10,5,1,1,1,1,0,0,72,87000.0,1,0,0,1514
38227,2,10,10,1,1,1,0,1,0,41,75000.0,0,1,0,1201
31348,10,10,7,1,1,0,1,0,0,69,49000.0,1,0,0,526
23094,10,10,5,1,1,1,1,0,0,53,94000.0,1,0,0,740
900,5,5,7,1,0,1,1,0,0,22,36000.0,0,1,0,1733
9267,3,7,7,1,1,1,0,1,0,72,79000.0,1,0,0,1582
10363,10,10,7,1,1,0,1,0,0,57,53000.0,1,0,0,1246
29606,3,7,7,1,1,1,0,1,0,70,90000.0,0,1,0,1655
41207,5,20,10,0,0,1,0,1,0,65,55000.0,0,1,0,1322
22973,3,7,7,1,1,1,0,1,0,54,89000.0,1,0,0,1534
33883,5,20,10,0,0,1,0,1,0,31,65000.0,0,1,0,1203
7360,5,5,5,1,1,1,1,0,0,78,66000.0,0,1,0,1508
28409,10,10,5,1,1,1,1,0,0,51,87000.0,1,0,0,1172
5647,3,7,7,1,1,1,0,1,0,63,81000.0,1,0,0,363
34355,2,10,10,1,1,1,0,1,0,48,44000.0,1,0,0,1180
4576,0,0,3,1,1,0,0,0,1,80,116000.0,1,0,0,1311
26497,0,0,3,1,1,0,0,0,1,37,42000.0,0,1,0,1713
2404,10,10,7,1,1,0,1,0,0,52,68000.0,1,0,0,1005
16986,3,7,7,1,1,1,0,1,0,36,73000.0,0,1,0,1597
30375,5,5,7,1,0,1,1,0,0,66,72000.0,0,1,0,1300
8415,2,10,7,1,0,1,0,1,0,51,112000.0,1,0,0,1531
1975,5,5,7,1,0,1,1,0,0,68,87000.0,1,0,0,1438
3313,2,10,7,1,0,1,0,1,0,50,111000.0,0,1,0,1531
15906,3,7,7,1,1,1,0,1,0,77,83000.0,1,0,0,751
37774,3,7,7,1,1,1,0,1,0,60,97000.0,1,0,0,1474
34908,10,10,7,1,1,0,1,0,0,64,72000.0,0,1,0,832
26186,10,10,7,1,1,0,1,0,0,47,89000.0,1,0,0,1511
7502,10,10,5,1,1,1,1,0,0,67,111000.0,1,0,0,1139
21483,10,10,5,1,1,1,1,0,0,47,48000.0,1,0,0,1021
9829,5,20,10,0,0,1,0,1,0,60,74000.0,1,0,0,756
39383,0,0,4,1,0,1,0,0,1,72,71000.0,0,1,0,1058
35161,5,5,7,1,0,1,1,0,0,53,85000.0,1,0,0,1340
5959,5,5,5,1,1,1,1,0,0,70,99000.0,1,0,0,1523
35150,3,7,7,1,1,1,0,1,0,23,63000.0,0,1,0,1494
34997,5,5,7,1,0,1,1,0,0,85,55000.0,0,1,0,923
19196,10,10,5,1,1,1,1,0,0,29,45000.0,1,0,0,740
9435,5,5,5,1,1,1,1,0,0,21,46000.0,0,1,0,1512
41991,2,10,7,1,0,1,0,1,0,60,69000.0,1,0,0,1719
38196,10,10,7,1,1,0,1,0,0,84,92000.0,1,0,0,1641
23627,3,7,7,1,1,1,0,1,0,62,106000.0,0,1,0,1782
19258,0,0,4,1,0,1,0,0,1,57,77000.0,1,0,0,959
24361,5,5,7,1,0,1,1,0,0,48,37000.0,0,1,0,1628
10234,10,10,7,1,1,0,1,0,0,46,45000.0,0,1,0,1291
1141,2,10,10,1,1,1,0,1,0,63,83000.0,0,1,0,1707
3040,5,5,5,1,1,1,1,0,0,78,93000.0,1,0,0,1168
13551,2,10,7,1,0,1,0,1,0,26,51000.0,0,1,0,1310
32551,0,0,4,1,0,1,0,0,1,57,111000.0,1,0,0,831
12968,0,0,3,1,1,0,0,0,1,78,112000.0,1,0,0,1057
38245,3,7,7,1,1,1,0,1,0,50,79000.0,1,0,0,842
5681,2,10,7,1,0,1,0,1,0,59,84000.0,0,0,1,1592
526,5,20,10,0,0,1,0,1,0,40,51000.0,1,0,0,1584
591,2,10,10,1,1,1,0,1,0,52,53000.0,0,1,0,1632
19290,3,7,7,1,1,1,0,1,0,68,82000.0,1,0,0,1536
32162,0,0,4,1,0,1,0,0,1,53,91000.0,1,0,0,1344
37447,5,5,5,1,1,1,1,0,0,63,74000.0,1,0,0,1095
17626,2,10,7,1,0,1,0,1,0,59,67000.0,0,1,0,1733
33348,2,10,10,1,1,1,0,1,0,22,34000.0,0,1,0,1567
27462,10,10,7,1,1,0,1,0,0,40,99000.0,0,1,0,153
