,Y
25821,1
40561,0
23779,1
18471,1
19626,0
11386,0
17996,1
10771,0
36738,0
18724,0
10213,1
16454,1
17926,0
29452,0
121,0
25567,0
6415,0
9042,1
8694,1
21410,0
9181,1
11761,1
43179,0
20730,0
31953,1
15684,0
4944,0
3175,0
38993,1
24958,0
26997,1
17175,1
33595,0
8476,1
40812,1
16813,1
11147,1
4706,1
30807,0
39414,0
43482,0
34495,1
16089,1
21053,1
25604,0
24282,0
37607,1
31968,0
6023,0
28026,1
18445,1
1194,0
40951,1
10764,1
40615,1
11748,1
40779,0
27634,1
21114,0
37060,1
25950,0
30589,0
12337,1
34435,1
29427,0
12258,1
22444,1
42655,0
21033,0
23016,0
36945,1
31455,0
12033,1
21056,1
44848,0
34177,0
28504,1
12759,0
44709,0
28366,1
2746,1
43456,0
17833,0
37061,1
30257,0
11755,0
38479,0
41238,1
24239,0
22767,1
43611,0
18012,0
4318,1
6266,1
2653,1
9782,1
36688,1
28225,1
4692,0
5,1
8511,0
34119,0
13649,1
14555,0
16236,0
26859,1
35492,0
31536,1
24365,0
22367,0
11304,0
17864,1
15332,1
21929,0
27159,1
9618,1
501,0
20434,0
23896,0
22915,1
34112,0
13320,1
5992,1
36811,0
12372,0
11532,0
30363,0
17532,1
12562,0
38793,1
30831,0
1222,0
37670,0
17750,1
26378,0
30605,0
1998,0
44965,0
31305,0
20195,0
30424,0
13999,1
26396,1
23316,0
12031,1
9741,0
714,0
10378,1
11632,1
3035,0
19374,1
17984,1
3663,0
29364,1
6750,1
25269,0
38991,0
4925,0
4418,1
2341,0
27748,0
7867,1
13603,0
32070,0
16280,1
18373,1
23783,0
16080,0
42736,0
35762,1
21551,0
1923,1
16543,1
38487,1
5349,0
24337,0
19005,1
4028,0
22406,0
39646,1
30159,0
34243,0
37818,0
11839,0
24528,0
23357,0
12696,0
6333,1
1782,0
38036,0
23636,0
41886,0
3796,0
18347,0
10159,0
22711,0
21344,0
32800,0
8454,1
25949,1
34941,1
23888,0
39481,1
25882,1
40330,0
28378,0
18663,0
20218,1
5632,1
1505,0
7505,1
34318,0
10122,1
20742,1
15807,0
4048,1
30717,1
8705,0
28957,1
16579,0
15996,0
22559,1
23207,0
19414,1
4435,1
10340,1
26274,0
12075,1
17113,0
40239,1
41545,0
28550,1
2859,1
39412,1
26738,0
22671,1
26096,0
40387,0
8362,0
28280,1
35923,1
37206,0
7669,1
15216,1
15567,0
19109,0
23517,0
3445,1
16485,0
7476,0
25538,1
12845,0
33006,1
14043,0
11,1
24963,1
20786,1
38435,0
26377,1
5163,0
36046,1
28759,1
17873,1
1725,0
119,1
12936,0
36166,1
17574,0
17330,1
19597,1
24737,1
3384,0
36426,1
23027,0
42916,0
40618,1
20589,1
32158,1
25060,0
40367,0
40417,1
41624,0
24765,0
19164,0
20545,0
27982,0
21566,0
13162,1
28066,0
13558,0
16638,1
18711,1
6722,0
17612,1
37673,1
42735,0
17778,1
11362,1
12330,0
1689,1
38330,1
43165,0
29519,1
40678,0
40311,1
3715,0
30292,0
32747,1
25905,0
44904,0
24330,1
799,0
3822,0
35137,0
39996,1
31360,0
39873,1
20692,0
21372,0
23740,1
7056,0
17740,0
19621,0
33722,1
4140,1
25632,0
15765,1
36300,1
29934,1
41471,1
9311,1
38674,0
33467,1
18492,0
15082,1
29992,1
19932,1
2772,1
10432,1
5559,0
14632,1
12346,1
7058,1
19263,1
39741,0
28166,1
20754,1
11789,1
9511,1
39722,0
14707,1
43888,0
16194,1
20591,0
25826,0
23994,0
3301,1
26751,1
16593,0
6784,1
2197,0
42168,0
35886,1
24195,1
18224,1
5214,1
4696,0
244,1
38536,0
31265,0
40621,1
14980,0
26243,0
7331,0
14435,0
35139,1
14932,0
44242,0
12857,1
43145,0
42090,0
22407,0
6601,1
19390,0
7962,0
24009,1
1219,1
42109,0
8759,1
1887,1
15818,0
36871,0
1009,1
26193,0
40729,0
16850,1
33948,0
44007,0
12748,0
29883,1
7156,1
12102,1
8795,0
21282,1
35514,1
41228,1
10770,0
30718,1
23575,1
2266,1
30521,1
24142,0
30507,0
23803,1
3375,1
7988,0
23259,1
13986,0
26023,0
15914,0
24994,1
19112,1
37693,1
26939,0
15312,0
44759,0
16161,1
15373,0
211,1
33697,1
21759,1
16675,0
15630,0
29058,1
2551,1
14600,0
10567,1
15835,0
42972,0
23403,1
30354,1
4913,0
3902,1
10597,1
655,1
15911,0
12087,1
9091,0
1262,0
11707,0
27824,0
20877,1
10223,1
12925,0
30062,1
19299,0
43244,0
27111,1
7448,1
32802,0
32092,1
11402,1
16187,1
462,1
25375,1
24101,0
31145,0
33149,1
4026,0
33797,1
28618,0
1606,1
31939,0
5066,1
4004,0
36736,1
12279,1
2857,1
17663,1
32345,0
30246,0
32651,0
44622,0
27534,0
26634,0
15779,1
43230,0
221,1
35285,0
28811,1
1462,0
6723,0
30123,1
27939,1
24334,0
24971,0
4809,0
23267,1
40042,0
26914,0
19261,1
10896,1
6982,1
13095,0
3613,1
33821,1
32734,1
27721,0
28344,1
27422,0
11627,0
292,0
8594,1
4890,1
28787,1
2561,1
31159,0
25675,0
23418,0
39533,0
26549,1
6186,0
7580,1
21975,0
24377,1
7687,0
13466,1
4314,0
10024,0
45049,0
39348,1
36011,0
26384,1
27406,0
40441,1
35631,1
3247,0
17432,0
12671,0
22804,0
7299,1
20695,0
1294,1
8774,0
17165,0
8178,1
21061,1
18701,0
39177,0
27681,0
17801,0
10443,0
8381,1
3182,0
5678,1
37696,0
26810,1
25193,0
7108,0
27775,0
39689,1
6565,1
1657,0
15494,0
31975,0
44437,0
9514,1
26311,1
20067,0
30400,1
2254,0
28231,0
28201,1
38371,0
17948,0
6972,0
36637,1
42868,0
19885,1
36264,0
4573,0
11728,0
9314,0
36707,1
21836,1
10641,1
12662,0
34846,0
41058,0
20922,1
1569,0
29721,1
29943,1
20831,1
31871,1
33455,1
44049,0
37988,1
17718,0
4302,0
23492,1
31877,1
5126,1
26484,1
31793,0
2935,0
25774,0
7469,1
1889,1
11351,1
3275,0
17351,1
30261,0
259,0
18903,0
9218,0
38980,1
13049,1
28534,0
42100,0
11092,1
15305,1
13996,1
40985,1
21064,1
7141,1
2606,1
34004,1
4250,1
12795,1
7918,0
29358,1
2356,1
40012,1
29820,1
43958,0
4557,0
21416,1
44412,0
25955,0
16446,1
5092,1
39961,1
27058,1
15146,1
35729,1
4784,1
10277,0
22993,0
23579,1
17180,1
34480,1
38619,1
13187,0
3713,0
24891,1
25672,0
691,1
15880,0
15432,1
36742,1
31028,1
18392,1
13367,1
42774,0
41284,0
7224,1
40374,1
23301,1
41343,1
31280,1
21012,0
10356,1
39871,0
29397,1
26178,1
16668,0
25494,0
34226,1
414,0
42196,0
2582,0
11116,1
14965,1
3529,0
22718,1
13122,0
40617,1
10174,1
39518,1
22044,1
33794,1
20523,0
1642,0
35388,1
23329,1
29367,0
11644,0
39023,1
17914,1
9619,0
20467,0
31182,1
13119,1
38737,0
20706,1
41810,0
4949,1
20052,1
3289,0
41254,1
39746,0
16698,0
31629,0
18979,1
24211,1
24762,1
9046,0
27676,0
28519,1
10302,0
7757,1
9355,1
12347,0
5784,1
1616,1
10085,1
98,1
39579,1
6917,0
36233,0
42340,0
26726,1
40808,0
39775,0
8061,1
10541,0
3328,0
33684,0
15688,1
16768,1
12246,0
25295,0
2282,1
33605,0
39856,0
32628,0
38388,0
39363,1
21016,1
16937,0
2449,0
11725,1
43486,0
25605,1
23007,0
684,1
18643,1
29470,1
29816,0
11420,1
14961,1
28665,0
13206,1
23898,0
39049,0
15518,0
13492,1
15209,1
3952,0
27152,0
18793,1
34975,0
2462,0
20050,0
26664,0
40337,0
29049,0
12783,0
8941,1
30359,1
41975,0
24830,0
28916,1
31428,0
26834,1
32627,1
33125,1
6385,0
3957,1
32094,1
19714,1
13305,1
21165,1
28774,0
24090,1
11316,0
1843,0
24413,0
19067,0
37992,0
6114,0
34594,0
15199,0
30635,0
20826,1
34263,1
35001,1
30517,0
6719,0
27437,1
37717,0
2414,1
25312,0
30094,0
33264,1
37077,1
1995,1
38774,0
35470,1
29134,0
926,0
27637,1
35668,0
24108,1
12424,1
40772,1
27593,0
9750,1
14637,1
20944,0
28773,1
8606,1
40174,1
3153,1
4330,0
1979,1
19993,0
31737,1
23824,0
18050,0
12410,0
27839,1
5137,1
36974,1
37018,0
10270,0
28881,1
10079,0
27025,0
9156,1
8099,1
14960,1
6956,0
12769,0
41957,0
23138,0
16395,1
13957,0
24393,1
2283,0
39174,1
27535,0
35288,0
18027,0
859,0
38227,1
31348,1
23094,1
900,1
9267,1
10363,0
29606,1
41207,0
22973,1
33883,1
7360,0
28409,1
5647,1
34355,1
4576,1
26497,1
2404,0
16986,0
30375,1
8415,0
1975,1
3313,0
15906,0
37774,1
34908,1
26186,0
7502,1
21483,0
9829,0
39383,1
35161,1
5959,0
35150,1
34997,0
19196,1
9435,1
41991,0
38196,0
23627,0
19258,1
24361,0
10234,1
1141,1
3040,1
13551,0
32551,0
12968,1
38245,1
5681,0
526,0
591,1
19290,1
32162,1
37447,1
17626,0
33348,1
27462,1
13264,0
3014,0
22055,1
41573,1
10738,0
25209,1
18758,1
26303,1
39830,0
21663,1
38688,0
16196,1
33270,0
18710,0
19068,1
41136,0
31168,0
5249,0
38163,0
10862,0
27955,1
26761,1
26329,1
36281,0
39046,0
35018,0
30804,0
6290,1
44670,0
18241,1
30136,0
28761,1
18375,1
16736,0
12803,0
15279,1
31671,0
6597,1
7748,1
40966,1
35586,1
15496,0
17806,1
5094,1
8675,1
33370,1
40851,0
19756,1
35213,0
2654,0
17539,1
22679,0
29204,1
15490,0
622,1
42653,0
29658,1
7353,1
39493,1
34787,0
21596,0
7398,1
6850,0
1919,1
44021,0
21136,1
12901,0
12659,0
8652,0
31068,1
20966,0
22980,0
36784,0
13258,1
4424,1
41733,0
32153,0
42185,0
44046,0
23621,1
38167,0
40003,1
6849,1
12683,1
25367,0
36304,1
5736,0
43490,0
33574,1
13711,0
30081,1
30201,1
19130,0
28902,0
26828,0
1558,1
40266,1
10292,0
10057,1
26252,1
26187,1
37350,0
39671,0
37043,1
16891,1
14521,0
41233,0
18931,0
5620,0
18338,1
29118,0
31564,0
23156,1
35644,0
38691,0
33884,1
22237,0
12465,1
14584,1
24669,1
34984,1
25683,1
34515,0
42156,0
27168,1
4865,1
20390,1
26699,0
12930,1
42562,0
38289,1
4912,0
40327,1
39912,0
2829,1
28332,0
21305,1
43595,0
20527,0
29295,0
34914,1
29546,0
41371,1
8189,0
26153,1
6734,0
21594,0
38362,1
35134,0
41212,1
15334,1
13304,1
33770,0
39546,1
17185,0
9499,0
42116,0
7800,0
20325,0
40669,1
24975,1
38669,0
4120,1
16825,1
167,1
9878,1
34856,1
4089,1
33698,0
1898,1
29203,1
41336,0
6155,1
5702,1
44328,0
29938,1
30316,0
29156,1
10797,0
15200,1
41582,0
33994,1
33675,0
34972,1
32738,0
17266,1
21003,1
35688,1
43906,0
24933,1
16245,0
39684,1
4668,1
30078,0
32999,1
30244,1
21499,1
36257,0
43026,0
20329,0
23842,1
20500,1
28663,0
22185,1
33856,1
18734,0
40902,1
2885,0
24977,0
31788,0
36606,0
7667,1
12975,1
39567,1
31751,1
36987,0
16582,1
8483,1
40428,1
32163,0
30324,0
17410,0
6952,1
22460,1
44507,0
14464,0
44788,0
15142,0
6622,1
34746,0
27834,0
23125,1
43184,0
32411,1
23364,0
23871,1
26392,1
18819,1
29035,1
28494,0
34300,0
33052,0
41013,1
7973,1
3420,1
4883,1
12678,1
32478,0
14042,0
2124,1
42060,0
25726,1
18911,0
9812,1
12899,0
5048,0
32982,1
38322,1
44442,0
18418,0
22555,1
2533,1
25852,0
11345,1
15918,1
12993,0
13106,1
34502,1
39860,0
16989,1
7492,0
10200,0
5983,0
35301,0
19061,1
19917,1
21848,1
24824,1
28936,0
7713,0
25084,0
4498,1
35724,0
5726,0
44020,0
43375,0
4234,0
30770,1
11071,0
42884,0
4878,1
28195,0
16517,1
26022,1
37087,0
43369,0
6623,0
12396,0
10097,0
29197,1
38701,1
22588,1
37176,0
24727,0
31537,0
4634,1
33852,1
44728,0
3646,1
17920,0
8690,0
2186,1
45006,0
27181,1
23986,0
2540,1
5478,0
33439,1
13169,1
21896,1
9695,1
32294,0
16601,0
40846,0
9948,1
41796,0
29769,0
15143,0
31988,1
14745,1
30815,0
16008,1
10694,0
41272,0
26381,1
1060,0
970,0
14030,0
12938,0
13097,1
6372,0
31689,0
17733,1
31253,0
24469,1
9432,0
2492,1
18885,1
27122,1
11623,1
38615,0
42233,0
42232,0
8601,1
2800,1
39218,1
30065,1
24247,0
13969,1
32980,0
27053,1
11677,1
37548,0
10708,1
1816,0
2465,0
1333,0
34341,1
19947,0
13635,0
42275,0
22673,1
12960,1
5619,0
9124,1
30610,0
8636,1
29615,0
29822,1
26139,1
28906,0
9864,1
22096,1
13366,1
39402,0
20355,1
33357,0
41320,0
19102,0
36244,0
23706,0
1915,0
41504,0
356,1
12651,1
33082,1
19678,0
15234,0
33027,0
20320,0
23292,1
19754,1
346,1
8810,0
31164,1
26391,1
29921,1
22389,1
10014,1
2,1
15687,0
17196,1
15017,1
37839,0
15987,0
4196,1
21208,1
23268,0
43597,0
27208,1
14291,0
12387,1
17431,0
22469,1
10156,1
35708,1
2365,1
38309,0
25959,0
21169,1
28496,0
36319,1
27083,0
15657,0
3403,0
34898,0
39256,0
4200,0
10278,0
23465,0
38611,1
4900,0
33527,0
10161,0
44849,0
2305,1
24441,1
32623,0
38677,0
42468,0
17800,1
7388,1
14842,1
710,0
11765,1
34223,0
22590,0
22931,0
40314,1
14409,1
37287,0
15950,1
18409,0
16084,0
29905,0
44647,0
33306,0
42375,0
29732,1
35539,1
22796,1
39478,1
6566,0
5752,0
26264,0
25815,1
24181,0
11442,0
21068,0
18551,0
24006,0
33488,1
25568,1
35745,1
30412,0
26668,1
33169,1
11692,1
7900,1
21956,1
1647,0
16795,0
44740,0
33872,1
39381,1
8185,0
8609,0
39443,0
43848,0
5311,1
26860,0
36566,1
8006,0
24154,0
29961,1
4182,1
14252,1
7985,1
39571,1
17849,0
14114,1
40294,0
26089,1
28836,1
14488,1
25487,1
2510,1
26966,0
39703,0
27554,1
8226,1
23409,1
37771,0
13573,1
7290,0
16861,0
34692,0
15866,1
29699,1
8407,0
26932,1
28455,1
40285,1
10966,1
27933,0
30306,0
6241,0
25897,1
43787,0
25413,0
989,1
4256,0
4997,1
33068,1
28340,1
43963,0
40507,1
37321,1
3673,0
35845,0
35524,0
23630,1
6495,1
464,0
1924,0
30608,1
23995,1
9249,0
7387,0
12211,0
2986,0
5592,0
36437,0
33003,1
19139,0
13618,0
19302,1
22517,0
40251,0
22785,1
23910,0
10168,1
44291,0
1317,1
2828,1
34643,1
14791,1
25983,0
31049,0
25437,0
19024,1
40386,1
43511,0
112,1
40755,1
1048,0
38842,1
13880,0
27252,1
4340,0
8342,0
25199,1
2929,1
24951,0
14454,1
17989,1
15828,1
44481,0
8793,1
19511,0
43496,0
35155,0
16091,0
27028,1
35597,1
4901,0
41472,1
28329,1
36327,1
4128,1
10744,1
14567,1
26418,0
18770,0
13523,1
18101,1
4275,1
27032,0
9682,0
4382,0
33882,1
34563,1
19046,1
1031,0
34696,1
12145,1
31889,0
37205,1
11308,1
30394,1
4487,0
21174,0
31116,1
25879,1
22781,0
13779,1
37464,1
32329,0
5944,1
24121,1
10898,0
10362,1
21353,1
12988,1
12282,1
18676,1
3348,1
25705,1
10652,1
26708,0
18908,0
19094,1
20876,0
17559,1
29091,1
38175,0
30848,1
6451,1
4295,1
28416,1
1869,0
8103,1
35611,1
7355,0
1441,1
45024,0
36345,0
918,0
37733,0
7613,1
33980,1
15242,1
28625,1
29121,0
9062,1
18206,0
11549,1
12470,1
3297,1
11737,0
36715,1
31393,0
23089,0
27730,1
30001,1
30085,1
5603,1
14685,0
16694,1
42642,0
22637,1
15646,0
33366,0
38589,0
6360,1
35574,1
24363,0
2108,1
38415,0
17561,1
16000,1
31649,0
10538,0
38542,0
41204,1
26838,0
6139,1
26070,1
22844,0
8561,1
32795,1
4792,1
29492,1
15345,0
28441,1
6258,1
22833,1
23056,1
3393,0
43699,0
7236,1
3596,1
5489,0
40814,0
15241,0
6367,1
32360,0
38599,0
26756,1
19769,0
29835,0
24255,0
11265,0
7565,1
20967,0
14529,0
2938,1
30027,1
24233,1
19808,1
3342,0
5108,1
29516,0
25009,1
35839,0
36984,0
277,1
2085,0
14383,1
5071,1
3357,0
11162,0
34734,1
30429,1
29804,1
30872,1
3358,1
28081,0
31670,0
43224,0
26625,1
32340,0
14591,0
42367,0
9350,1
43067,0
14717,1
21084,1
20155,0
4072,1
16500,0
669,1
37301,1
16027,0
35578,1
1920,1
10252,1
31354,0
16247,0
8008,0
28867,0
36795,1
25687,1
15620,0
2876,0
40334,0
4950,0
7586,0
36827,0
28461,1
17447,1
17022,0
8979,0
28535,0
16351,1
42371,0
12824,1
31947,1
39260,1
22675,0
2887,1
37702,0
36799,0
5298,0
39914,0
41576,0
38028,0
25489,1
24964,1
2233,1
20495,1
23284,0
7053,0
19013,1
8141,0
31307,1
30637,1
22302,1
4635,0
21883,0
22596,0
16043,1
28275,0
19232,0
5044,1
16976,1
34593,1
40613,0
24601,1
7821,1
32603,1
15195,1
29236,1
42862,0
25575,1
22967,0
40473,1
14122,1
9658,1
23485,1
25797,0
12623,1
38766,0
38405,1
7441,0
5725,0
40744,1
4097,1
33239,1
9398,1
11178,0
44569,0
2666,0
17853,0
30618,1
28640,1
2190,1
27987,1
9982,0
16955,0
44310,0
24548,0
30709,0
41465,0
5129,0
37851,0
39892,0
19667,1
219,0
8034,0
9984,0
25403,1
37385,1
39411,0
38327,1
20163,0
14821,1
5197,1
9418,0
40967,1
13281,0
12198,0
32912,1
10688,0
37010,0
1271,1
12792,1
27541,1
39407,1
43851,0
34553,1
19245,1
3137,1
20713,1
37361,0
38336,1
9171,1
949,0
42996,0
42958,0
6239,0
40016,0
12568,0
30079,0
26665,1
11089,1
4831,0
6101,1
6071,1
44950,0
8444,0
32067,1
44581,0
10353,0
22756,0
13006,1
40290,1
19519,1
31573,1
2002,1
34894,1
24253,1
8765,1
31474,1
40532,0
34925,1
10722,0
22242,0
25566,0
39302,0
17641,0
28400,0
37367,0
2026,1
15634,0
9024,0
34305,1
32118,0
41313,0
27379,1
39667,1
31722,0
15693,1
1252,1
29326,1
26016,0
34840,0
17662,0
640,0
19836,1
33772,1
28429,0
41872,0
14544,1
34950,0
24451,0
9526,1
36850,1
7825,1
39167,0
31480,1
4799,1
42427,0
40956,1
529,0
29475,1
27755,1
3073,0
10153,1
9908,1
36049,1
32433,1
37800,0
19348,0
6205,0
2564,0
24093,0
15499,0
28493,0
15145,1
34607,1
14294,1
20960,1
33869,0
33235,0
11305,1
18196,1
38005,1
13024,1
17315,1
3666,1
14260,0
20085,0
8204,0
3772,1
41055,0
43071,0
39838,1
11573,0
13921,1
26891,0
11670,0
3385,0
18168,0
9771,0
42565,0
2941,0
24798,0
3954,1
11845,0
39801,0
4953,0
19587,1
6967,0
5906,0
42084,0
29501,0
33283,0
10815,0
9853,1
44662,0
3805,1
9813,0
22569,1
19929,1
16806,1
39897,1
8990,1
41431,0
10130,0
21553,1
4980,1
39643,0
27553,0
33766,1
13194,0
2656,1
43889,0
17187,1
41003,1
36028,1
4571,1
26195,0
27529,0
23638,0
44494,0
28702,1
14736,0
36767,1
29370,1
1001,0
16227,0
35600,0
7503,0
32698,1
18945,0
29750,0
32501,0
24240,1
44644,0
36776,1
30916,1
17323,1
23847,1
1564,1
44625,0
21442,0
6445,0
523,1
25089,1
4329,0
6163,1
30148,1
14012,0
19955,0
16799,0
382,1
18124,1
16669,0
7555,0
19190,0
33133,0
13660,0
43235,0
1159,1
1831,1
17900,0
36323,0
15575,0
42757,0
41995,0
40216,0
44271,0
29838,1
14828,1
13436,1
23696,0
25254,0
9578,1
36849,0
30370,0
35513,0
13156,0
37414,0
7473,0
40849,1
43337,0
21052,0
23720,1
19456,0
33860,1
10094,0
36468,0
8742,1
43147,0
14781,1
28342,1
455,0
3305,0
1180,1
30223,1
21799,1
6285,1
35080,1
22635,1
39354,1
469,1
10601,0
3077,1
26300,1
22864,0
36804,1
25601,0
39053,1
36681,0
22196,1
28452,0
6232,1
8921,0
17963,0
22447,1
25474,1
4596,1
1323,1
32811,1
28751,1
4065,1
39944,0
34748,1
3705,0
27316,0
22855,0
8584,1
10148,0
604,1
37245,1
33315,1
3539,1
23631,1
24204,1
3479,1
24931,0
2638,0
38228,1
39677,1
9139,0
25666,1
24985,1
2849,1
4766,1
37117,0
14509,0
21800,0
6611,1
38895,1
26215,0
40963,0
33399,1
11570,0
19864,1
18161,0
36119,0
16980,0
36462,1
38845,1
25459,0
21624,0
3724,0
38803,1
1122,0
38122,0
45010,0
15354,1
4675,0
4409,1
35074,1
12269,0
5768,0
3378,0
41275,0
30655,0
19228,1
14422,0
34356,0
32629,0
8808,1
23124,0
22621,0
30411,0
17993,1
18503,0
37877,1
7735,1
23955,1
22201,1
19037,1
22522,0
21771,1
22013,1
24815,0
26162,1
7213,1
25174,0
44002,0
33227,0
31502,0
9377,1
36761,0
10801,0
19487,1
31006,1
27161,1
31137,1
44062,0
5781,0
13216,0
21508,1
44441,0
12551,0
25043,1
23315,0
16075,1
5883,0
41221,1
29781,1
11309,0
30117,1
31030,1
33538,1
404,1
39558,1
28000,1
11625,0
4734,0
20117,1
6331,1
11261,0
34771,0
7627,1
32532,1
13583,0
24634,1
16261,0
15558,0
21532,0
17434,0
31400,1
40426,1
5656,0
8590,1
2227,1
37397,1
3572,0
15454,0
18491,1
8305,0
35424,0
21076,0
14878,0
15347,0
25088,0
14901,1
6847,0
19614,1
15724,0
29533,1
11753,1
20542,0
1954,1
18832,0
31133,0
10315,1
819,1
3563,1
29110,0
31972,1
23404,0
14369,0
35966,1
20312,0
8868,1
14875,1
7432,1
10145,1
36527,0
11881,1
25728,1
2916,0
15681,1
8295,0
28547,1
1221,0
38052,0
38736,0
10072,0
39122,0
35795,1
41280,0
26780,0
1679,1
44928,0
35350,0
38299,0
36268,0
28097,1
12188,1
29596,0
750,0
33168,1
30650,1
42338,0
174,0
22507,1
31472,1
19740,1
28503,1
25978,0
17182,1
427,1
19336,1
43352,0
29403,1
27434,1
11915,1
25290,0
14653,1
7428,1
4014,0
16003,0
18374,1
5167,0
30662,0
23688,1
1745,1
16965,0
16440,0
29998,0
8644,0
33267,0
14184,0
9688,0
15056,1
13424,1
21107,0
19745,1
5940,0
12469,0
18532,1
35741,0
16439,0
34156,0
23103,0
30808,1
26061,1
31766,0
19618,0
6679,1
23802,1
42069,0
38448,1
39790,0
5097,0
15252,1
11869,0
15072,1
25957,1
36378,1
22232,1
1676,1
26297,1
7725,0
33767,1
26934,0
20700,0
2313,1
9772,1
37815,0
34101,1
32880,0
38957,0
25198,1
25502,1
33972,1
10505,0
13442,1
9997,1
13670,1
4591,1
27428,1
20106,1
7602,0
3057,1
32921,1
41397,0
29424,0
2822,1
43764,0
35504,0
22772,0
5743,0
14635,0
20111,0
23377,1
26929,0
33850,1
20463,1
37967,0
13102,1
40388,1
2453,0
18964,1
31782,1
1947,1
19956,0
28975,0
23959,0
18756,0
18214,1
34998,1
33284,0
11954,1
39696,0
28116,0
38325,1
10447,1
2757,0
27150,0
17615,0
1230,1
8118,1
38046,1
30302,1
30406,0
9582,1
3605,1
39229,0
31057,0
40496,0
28989,0
44541,0
19362,1
18533,1
6273,0
89,0
18723,0
36731,0
33729,0
3129,0
37977,0
15958,1
25231,1
8812,1
23225,1
16564,0
28791,0
22332,1
24589,0
18779,0
24107,0
11976,1
19004,0
17131,0
31715,0
16316,0
31546,1
34098,1
12321,0
20707,0
26671,1
37709,1
40044,1
28196,0
25611,1
36712,0
31471,1
19026,1
1027,0
32977,1
18496,1
29588,0
29945,1
15317,1
13625,1
32941,0
18043,1
18455,0
5679,1
30701,0
29723,0
35920,0
12379,0
8528,1
43883,0
14987,1
15516,1
430,1
14440,0
10916,1
7763,0
6989,1
8451,1
26946,0
5899,1
6555,0
31662,1
33849,0
19602,0
21086,1
16061,0
16901,1
25517,0
21453,1
2326,1
21980,1
12401,0
16367,1
28359,0
7635,1
5142,1
26650,1
1863,1
14449,1
12491,0
22882,1
28781,1
23230,1
41057,1
39545,1
26383,0
36276,1
25635,0
9137,0
15077,0
19666,1
34230,1
13823,0
31029,0
8975,0
38761,0
13604,0
8268,1
8904,1
4488,1
14528,0
5270,1
9725,1
4512,0
37499,1
13337,1
30761,1
29506,1
26621,1
25491,0
28002,1
35805,0
19307,0
12361,1
120,0
34099,1
21432,1
2529,0
5319,0
34626,1
12742,0
34768,0
36718,1
24536,1
33585,1
5888,1
7939,0
11215,1
13473,1
26342,0
4236,1
24089,0
30052,1
7693,0
238,1
26979,0
9600,1
44824,0
14981,0
14792,0
33339,1
12280,1
2301,1
44717,0
23841,1
18053,1
23043,1
27978,1
27012,1
3190,1
14724,1
22184,0
42679,0
31780,0
32545,0
14532,1
7518,1
30232,1
34246,1
40922,0
33096,1
24231,1
19558,0
33973,0
17301,1
2130,0
17682,1
26501,1
20436,1
254,0
35929,0
6315,1
9928,1
18387,1
1955,0
40192,0
29335,1
3612,0
5830,1
36580,1
44901,0
2826,0
24332,1
39163,0
10700,0
10139,1
1652,1
4894,1
33297,0
36353,0
3197,1
39747,1
44077,0
39107,1
6962,1
18926,0
4231,1
28714,1
15169,1
16399,0
20471,1
30705,1
27351,1
22801,0
26100,0
14085,1
8718,0
6212,1
39186,0
25010,0
23521,0
3148,1
19171,1
14001,0
31881,0
10711,1
38231,0
14023,1
25138,1
10323,1
15405,0
20205,0
30,1
44767,0
1346,0
14598,1
11252,1
18775,0
8648,0
24030,0
16163,0
5879,1
22090,1
44136,0
39417,1
18000,1
8608,0
35935,0
32770,0
11416,0
4493,1
25014,0
31864,0
8655,0
21764,0
16344,0
26249,0
21623,1
7847,0
27367,1
9436,1
40614,0
1543,1
31194,1
19194,1
13542,1
18015,1
17913,0
14394,0
3514,1
28841,1
31819,1
41781,0
30670,0
5979,0
19724,0
3618,0
3429,0
1229,0
13370,0
9294,1
19413,0
31076,1
34706,1
20003,1
1368,1
11706,1
36082,1
39064,0
7700,1
38634,0
7443,0
22893,1
38436,0
27510,1
18481,1
2548,0
12183,1
28704,1
27476,1
7634,1
41906,0
28012,0
7937,0
2223,1
4391,0
21884,0
8306,1
35496,0
11068,0
29307,0
19730,1
25640,0
24038,1
6491,1
4223,0
34667,0
39446,0
24753,0
38649,1
25233,1
24572,0
32224,1
23537,0
26357,1
194,1
32527,0
31563,1
4032,1
28160,0
27389,0
1659,0
5221,1
44671,0
28343,0
43564,0
44980,0
32356,1
773,0
6930,0
35408,0
24289,1
3198,0
13329,0
34491,1
5245,1
10861,1
42373,0
27455,0
15858,1
2106,0
9443,0
37845,0
38083,0
651,0
34547,1
18258,0
13342,0
16790,1
21870,1
43315,0
14810,0
11267,0
34157,0
28782,0
22359,0
10843,0
29022,1
29122,1
2217,0
27968,1
33627,1
1424,1
21841,1
36211,1
10730,0
5626,1
12557,1
38900,0
634,0
40105,1
22075,0
29711,0
28353,1
34317,0
8164,1
44813,0
29378,0
13904,0
26615,1
7637,1
11229,1
7951,0
32733,1
37920,0
34165,1
37595,1
30404,0
20661,0
25824,0
33953,1
41603,0
42690,0
21691,1
15534,1
11202,1
37240,0
12157,0
26351,1
21018,1
24215,0
24902,1
27093,1
34009,0
5082,1
14728,1
7309,0
22836,0
3232,1
6387,1
12752,0
44710,0
16496,1
32347,1
39201,0
3970,1
16691,0
34340,1
5719,1
17034,1
40616,0
1079,1
19647,0
27574,1
41241,0
