,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member,Y
5162,5,20,10,0,0,1,0,1,0,58,108000.0,1,0,0,742,0
5163,2,10,10,1,1,1,0,1,0,58,108000.0,1,0,0,742,0
5164,10,10,5,1,1,1,1,0,0,64,41000.0,1,0,0,1544,0
5165,5,20,10,0,0,1,0,1,0,64,41000.0,1,0,0,1544,0
5166,3,7,7,1,1,1,0,1,0,64,41000.0,1,0,0,1544,0
5167,0,0,3,1,1,0,0,0,1,64,41000.0,1,0,0,1544,0
5168,10,10,7,1,1,0,1,0,0,60,32000.0,0,1,0,425,0
5169,10,10,5,1,1,1,1,0,0,60,32000.0,0,1,0,425,0
5170,5,20,10,0,0,1,0,1,0,60,32000.0,0,1,0,425,1
5171,3,7,7,1,1,1,0,1,0,60,32000.0,0,1,0,425,0
5172,2,10,10,1,1,1,0,1,0,60,32000.0,0,1,0,425,0
5173,0,0,3,1,1,0,0,0,1,60,32000.0,0,1,0,425,0
5174,10,10,7,1,1,0,1,0,0,52,63000.0,0,1,0,880,1
5175,0,0,4,1,0,1,0,0,1,52,63000.0,0,1,0,880,0
5176,5,20,10,0,0,1,0,1,0,52,63000.0,0,1,0,880,1
5177,2,10,10,1,1,1,0,1,0,52,63000.0,0,1,0,880,1
5178,10,10,5,1,1,1,1,0,0,36,51000.0,0,1,0,15,0
5179,0,0,4,1,0,1,0,0,1,36,51000.0,0,1,0,15,0
5180,5,5,7,1,0,1,1,0,0,36,51000.0,0,1,0,15,0
5181,3,7,7,1,1,1,0,1,0,67,60000.0,1,0,0,1000,0
5182,5,5,5,1,1,1,1,0,0,67,60000.0,1,0,0,1000,0
5183,2,10,7,1,0,1,0,1,0,67,60000.0,1,0,0,1000,0
5184,0,0,4,1,0,1,0,0,1,42,54000.0,0,1,0,1575,0
5185,3,7,7,1,1,1,0,1,0,42,54000.0,0,1,0,1575,1
5186,2,10,10,1,1,1,0,1,0,42,54000.0,0,1,0,1575,1
5187,10,10,5,1,1,1,1,0,0,43,88000.0,0,1,0,1757,0
5188,5,5,7,1,0,1,1,0,0,43,88000.0,0,1,0,1757,0
5189,5,20,10,0,0,1,0,1,0,43,88000.0,0,1,0,1757,0
5190,5,5,5,1,1,1,1,0,0,43,88000.0,0,1,0,1757,0
5191,10,10,7,1,1,0,1,0,0,61,56000.0,0,1,0,1764,0
5192,2,10,10,1,1,1,0,1,0,61,56000.0,0,1,0,1764,1
5193,0,0,3,1,1,0,0,0,1,61,56000.0,0,1,0,1764,0
5194,5,5,7,1,0,1,1,0,0,69,93000.0,1,0,0,952,0
5195,2,10,10,1,1,1,0,1,0,69,93000.0,1,0,0,952,0
5196,0,0,3,1,1,0,0,0,1,69,93000.0,1,0,0,952,0
5197,10,10,5,1,1,1,1,0,0,74,103000.0,1,0,0,1753,1
5198,5,5,7,1,0,1,1,0,0,74,103000.0,1,0,0,1753,0
5199,0,0,4,1,0,1,0,0,1,65,80000.0,0,1,0,251,0
5200,2,10,10,1,1,1,0,1,0,65,80000.0,0,1,0,251,1
5201,2,10,7,1,0,1,0,1,0,65,80000.0,0,1,0,251,0
5202,10,10,5,1,1,1,1,0,0,73,46000.0,0,1,0,1777,0
5203,0,0,4,1,0,1,0,0,1,73,46000.0,0,1,0,1777,0
5204,5,5,7,1,0,1,1,0,0,73,46000.0,0,1,0,1777,1
5205,2,10,10,1,1,1,0,1,0,73,46000.0,0,1,0,1777,1
5206,5,5,5,1,1,1,1,0,0,73,46000.0,0,1,0,1777,0
5207,10,10,7,1,1,0,1,0,0,30,53000.0,0,1,0,1625,0
5208,10,10,5,1,1,1,1,0,0,30,53000.0,0,1,0,1625,0
5209,0,0,3,1,1,0,0,0,1,30,53000.0,0,1,0,1625,0
5210,0,0,4,1,0,1,0,0,1,53,96000.0,1,0,0,1361,1
5211,3,7,7,1,1,1,0,1,0,53,96000.0,1,0,0,1361,0
5212,2,10,7,1,0,1,0,1,0,53,96000.0,1,0,0,1361,0
5213,10,10,7,1,1,0,1,0,0,74,51000.0,1,0,0,1295,0
5214,5,5,5,1,1,1,1,0,0,74,51000.0,1,0,0,1295,1
5215,0,0,4,1,0,1,0,0,1,55,55000.0,0,1,0,1035,0
5216,0,0,3,1,1,0,0,0,1,55,55000.0,0,1,0,1035,0
5217,2,10,7,1,0,1,0,1,0,55,55000.0,0,1,0,1035,0
5218,5,5,7,1,0,1,1,0,0,57,47000.0,0,1,0,1466,1
5219,5,20,10,0,0,1,0,1,0,57,47000.0,0,1,0,1466,0
5220,3,7,7,1,1,1,0,1,0,57,47000.0,0,1,0,1466,0
5221,10,10,5,1,1,1,1,0,0,60,83000.0,0,1,0,1450,1
5222,0,0,4,1,0,1,0,0,1,60,83000.0,0,1,0,1450,0
5223,5,20,10,0,0,1,0,1,0,60,83000.0,0,1,0,1450,0
5224,0,0,3,1,1,0,0,0,1,60,83000.0,0,1,0,1450,1
5225,5,5,5,1,1,1,1,0,0,60,83000.0,0,1,0,1450,0
5226,10,10,5,1,1,1,1,0,0,38,47000.0,1,0,0,1563,0
5227,0,0,4,1,0,1,0,0,1,38,47000.0,1,0,0,1563,0
5228,3,7,7,1,1,1,0,1,0,38,47000.0,1,0,0,1563,0
5229,2,10,10,1,1,1,0,1,0,24,39000.0,0,1,0,1169,1
5230,2,10,7,1,0,1,0,1,0,24,39000.0,0,1,0,1169,0
5231,10,10,7,1,1,0,1,0,0,64,54000.0,0,1,0,1374,0
5232,5,5,7,1,0,1,1,0,0,64,54000.0,0,1,0,1374,0
5233,3,7,7,1,1,1,0,1,0,64,54000.0,0,1,0,1374,0
5234,0,0,3,1,1,0,0,0,1,64,54000.0,0,1,0,1374,0
5235,5,5,5,1,1,1,1,0,0,28,62000.0,0,1,0,1742,1
5236,2,10,7,1,0,1,0,1,0,28,62000.0,0,1,0,1742,0
5237,0,0,3,1,1,0,0,0,1,20,62000.0,0,1,0,895,0
5238,5,5,5,1,1,1,1,0,0,20,62000.0,0,1,0,895,0
5239,5,5,7,1,0,1,1,0,0,33,37000.0,0,1,0,1692,1
5240,0,0,3,1,1,0,0,0,1,33,37000.0,0,1,0,1692,0
5241,2,10,7,1,0,1,0,1,0,33,37000.0,0,1,0,1692,0
5242,3,7,7,1,1,1,0,1,0,60,97000.0,0,1,0,1590,0
5243,5,20,10,0,0,1,0,1,0,50,91000.0,1,0,0,1623,0
5244,5,5,5,1,1,1,1,0,0,50,91000.0,1,0,0,1623,1
5245,10,10,7,1,1,0,1,0,0,18,51000.0,1,0,0,1540,1
5246,10,10,5,1,1,1,1,0,0,18,51000.0,1,0,0,1540,0
5247,5,5,5,1,1,1,1,0,0,18,51000.0,1,0,0,1540,0
5248,0,0,4,1,0,1,0,0,1,55,70000.0,0,1,0,815,0
5249,5,20,10,0,0,1,0,1,0,55,70000.0,0,1,0,815,0
5250,2,10,10,1,1,1,0,1,0,55,70000.0,0,1,0,815,0
5251,5,5,5,1,1,1,1,0,0,82,75000.0,1,0,0,1700,1
5252,2,10,7,1,0,1,0,1,0,82,75000.0,1,0,0,1700,0
5253,10,10,5,1,1,1,1,0,0,48,60000.0,1,0,0,1752,0
5254,0,0,4,1,0,1,0,0,1,48,60000.0,1,0,0,1752,0
5255,0,0,3,1,1,0,0,0,1,48,60000.0,1,0,0,1752,0
5256,2,10,10,1,1,1,0,1,0,43,60000.0,1,0,0,1819,1
5257,0,0,3,1,1,0,0,0,1,43,60000.0,1,0,0,1819,0
5258,5,5,5,1,1,1,1,0,0,43,60000.0,1,0,0,1819,0
5259,10,10,5,1,1,1,1,0,0,43,44000.0,0,1,0,1806,1
5260,3,7,7,1,1,1,0,1,0,43,44000.0,0,1,0,1806,1
5261,0,0,3,1,1,0,0,0,1,43,44000.0,0,1,0,1806,0
5262,10,10,7,1,1,0,1,0,0,49,61000.0,1,0,0,852,0
5263,0,0,4,1,0,1,0,0,1,49,61000.0,1,0,0,852,0
5264,5,5,7,1,0,1,1,0,0,49,61000.0,1,0,0,852,0
5265,5,20,10,0,0,1,0,1,0,49,61000.0,1,0,0,852,1
5266,3,7,7,1,1,1,0,1,0,49,61000.0,1,0,0,852,0
5267,10,10,7,1,1,0,1,0,0,69,58000.0,0,1,0,1646,0
5268,5,5,7,1,0,1,1,0,0,69,58000.0,0,1,0,1646,0
5269,0,0,3,1,1,0,0,0,1,69,58000.0,0,1,0,1646,0
5270,10,10,7,1,1,0,1,0,0,53,91000.0,1,0,0,743,1
5271,5,5,5,1,1,1,1,0,0,53,91000.0,1,0,0,743,0
5272,10,10,7,1,1,0,1,0,0,51,87000.0,1,0,0,1455,1
5273,10,10,5,1,1,1,1,0,0,51,87000.0,1,0,0,1455,0
5274,5,20,10,0,0,1,0,1,0,51,87000.0,1,0,0,1455,0
5275,5,5,5,1,1,1,1,0,0,51,87000.0,1,0,0,1455,0
5276,10,10,5,1,1,1,1,0,0,69,79000.0,0,1,0,1426,1
5277,0,0,4,1,0,1,0,0,1,69,79000.0,0,1,0,1426,0
5278,3,7,7,1,1,1,0,1,0,69,79000.0,0,1,0,1426,0
5279,2,10,10,1,1,1,0,1,0,69,79000.0,0,1,0,1426,0
5280,5,5,5,1,1,1,1,0,0,69,79000.0,0,1,0,1426,0
5281,10,10,7,1,1,0,1,0,0,20,62000.0,1,0,0,1493,0
5282,2,10,10,1,1,1,0,1,0,20,62000.0,1,0,0,1493,1
5283,5,5,5,1,1,1,1,0,0,20,62000.0,1,0,0,1493,0
5284,10,10,5,1,1,1,1,0,0,65,72000.0,1,0,0,1692,0
5285,2,10,10,1,1,1,0,1,0,65,72000.0,1,0,0,1692,0
5286,5,5,5,1,1,1,1,0,0,65,72000.0,1,0,0,1692,1
5287,10,10,5,1,1,1,1,0,0,48,47000.0,0,1,0,1562,0
5288,0,0,4,1,0,1,0,0,1,48,47000.0,0,1,0,1562,1
5289,3,7,7,1,1,1,0,1,0,48,47000.0,0,1,0,1562,1
5290,2,10,10,1,1,1,0,1,0,48,47000.0,0,1,0,1562,0
5291,0,0,3,1,1,0,0,0,1,48,47000.0,0,1,0,1562,0
5292,0,0,4,1,0,1,0,0,1,45,68000.0,0,1,0,998,1
5293,5,20,10,0,0,1,0,1,0,45,68000.0,0,1,0,998,0
5294,5,5,5,1,1,1,1,0,0,45,68000.0,0,1,0,998,0
5295,5,5,7,1,0,1,1,0,0,95,41000.0,1,0,0,1822,0
5296,10,10,7,1,1,0,1,0,0,83,49000.0,0,1,0,1669,0
5297,10,10,5,1,1,1,1,0,0,83,49000.0,0,1,0,1669,1
5298,0,0,4,1,0,1,0,0,1,83,49000.0,0,1,0,1669,0
5299,2,10,10,1,1,1,0,1,0,83,49000.0,0,1,0,1669,0
5300,5,5,5,1,1,1,1,0,0,83,49000.0,0,1,0,1669,0
5301,10,10,7,1,1,0,1,0,0,36,38000.0,0,1,0,1596,0
5302,2,10,10,1,1,1,0,1,0,36,38000.0,0,1,0,1596,0
5303,0,0,3,1,1,0,0,0,1,36,38000.0,0,1,0,1596,0
5304,5,5,5,1,1,1,1,0,0,36,38000.0,0,1,0,1596,0
5305,2,10,7,1,0,1,0,1,0,36,38000.0,0,1,0,1596,1
5306,0,0,4,1,0,1,0,0,1,45,62000.0,0,1,0,1813,0
5307,2,10,10,1,1,1,0,1,0,45,62000.0,0,1,0,1813,0
5308,0,0,3,1,1,0,0,0,1,45,62000.0,0,1,0,1813,0
5309,5,5,5,1,1,1,1,0,0,45,62000.0,0,1,0,1813,1
5310,10,10,5,1,1,1,1,0,0,44,93000.0,0,1,0,1565,1
5311,2,10,10,1,1,1,0,1,0,44,93000.0,0,1,0,1565,1
5312,0,0,3,1,1,0,0,0,1,44,93000.0,0,1,0,1565,0
5313,10,10,7,1,1,0,1,0,0,61,119000.0,1,0,0,1260,1
5314,0,0,4,1,0,1,0,0,1,61,119000.0,1,0,0,1260,0
5315,5,20,10,0,0,1,0,1,0,61,119000.0,1,0,0,1260,0
5316,5,5,5,1,1,1,1,0,0,61,119000.0,1,0,0,1260,0
5317,2,10,7,1,0,1,0,1,0,50,75000.0,1,0,0,1597,1
5318,10,10,7,1,1,0,1,0,0,69,47000.0,0,1,0,1007,0
5319,10,10,5,1,1,1,1,0,0,69,47000.0,0,1,0,1007,0
5320,5,5,7,1,0,1,1,0,0,69,47000.0,0,1,0,1007,0
5321,5,20,10,0,0,1,0,1,0,69,47000.0,0,1,0,1007,0
5322,2,10,10,1,1,1,0,1,0,69,47000.0,0,1,0,1007,1
5323,2,10,7,1,0,1,0,1,0,69,47000.0,0,1,0,1007,0
5324,0,0,4,1,0,1,0,0,1,59,96000.0,0,1,0,939,0
5325,5,5,7,1,0,1,1,0,0,59,96000.0,0,1,0,939,0
5326,10,10,5,1,1,1,1,0,0,77,92000.0,0,1,0,1334,1
5327,5,5,7,1,0,1,1,0,0,77,92000.0,0,1,0,1334,0
5328,0,0,4,1,0,1,0,0,1,49,45000.0,0,1,0,1775,0
5329,2,10,10,1,1,1,0,1,0,49,45000.0,0,1,0,1775,0
5330,5,5,5,1,1,1,1,0,0,49,45000.0,0,1,0,1775,1
5331,2,10,7,1,0,1,0,1,0,49,45000.0,0,1,0,1775,0
5332,10,10,5,1,1,1,1,0,0,39,61000.0,0,1,0,1366,1
5333,3,7,7,1,1,1,0,1,0,39,61000.0,0,1,0,1366,0
5334,2,10,10,1,1,1,0,1,0,39,61000.0,0,1,0,1366,0
5335,2,10,7,1,0,1,0,1,0,39,61000.0,0,1,0,1366,0
5336,10,10,5,1,1,1,1,0,0,76,109000.0,1,0,0,1453,1
5337,5,20,10,0,0,1,0,1,0,76,109000.0,1,0,0,1453,0
5338,2,10,10,1,1,1,0,1,0,76,109000.0,1,0,0,1453,1
5339,10,10,7,1,1,0,1,0,0,27,38000.0,0,1,0,430,0
5340,5,20,10,0,0,1,0,1,0,27,38000.0,0,1,0,430,0
5341,2,10,10,1,1,1,0,1,0,27,38000.0,0,1,0,430,0
5342,10,10,5,1,1,1,1,0,0,54,93000.0,1,0,0,1258,0
5343,5,5,5,1,1,1,1,0,0,54,93000.0,1,0,0,1258,1
5344,2,10,7,1,0,1,0,1,0,54,93000.0,1,0,0,1258,0
5345,5,20,10,0,0,1,0,1,0,64,52000.0,0,1,0,1513,0
5346,5,5,5,1,1,1,1,0,0,64,52000.0,0,1,0,1513,0
5347,10,10,5,1,1,1,1,0,0,74,97000.0,0,1,0,1380,0
5348,5,5,7,1,0,1,1,0,0,74,97000.0,0,1,0,1380,0
5349,2,10,7,1,0,1,0,1,0,74,97000.0,0,1,0,1380,0
5350,10,10,5,1,1,1,1,0,0,58,64000.0,0,1,0,684,0
5351,5,5,5,1,1,1,1,0,0,58,64000.0,0,1,0,684,1
5352,10,10,7,1,1,0,1,0,0,26,73000.0,0,1,0,659,0
5353,0,0,4,1,0,1,0,0,1,26,73000.0,0,1,0,659,0
5354,2,10,10,1,1,1,0,1,0,26,73000.0,0,1,0,659,0
5355,0,0,3,1,1,0,0,0,1,26,73000.0,0,1,0,659,0
5356,2,10,7,1,0,1,0,1,0,26,73000.0,0,1,0,659,0
5357,5,20,10,0,0,1,0,1,0,45,49000.0,0,1,0,1689,0
5358,3,7,7,1,1,1,0,1,0,45,49000.0,0,1,0,1689,0
5359,2,10,10,1,1,1,0,1,0,45,49000.0,0,1,0,1689,1
5360,5,5,5,1,1,1,1,0,0,45,49000.0,0,1,0,1689,0
5361,2,10,7,1,0,1,0,1,0,45,49000.0,0,1,0,1689,0
5362,10,10,5,1,1,1,1,0,0,74,85000.0,0,1,0,1299,1
5363,0,0,4,1,0,1,0,0,1,74,85000.0,0,1,0,1299,0
5364,2,10,10,1,1,1,0,1,0,74,85000.0,0,1,0,1299,1
5365,10,10,5,1,1,1,1,0,0,42,60000.0,0,1,0,499,0
5366,0,0,4,1,0,1,0,0,1,42,60000.0,0,1,0,499,0
5367,2,10,10,1,1,1,0,1,0,42,60000.0,0,1,0,499,1
5368,2,10,7,1,0,1,0,1,0,42,60000.0,0,1,0,499,0
5369,10,10,5,1,1,1,1,0,0,49,32000.0,0,1,0,994,0
5370,3,7,7,1,1,1,0,1,0,49,32000.0,0,1,0,994,0
5371,2,10,10,1,1,1,0,1,0,49,32000.0,0,1,0,994,0
5372,0,0,4,1,0,1,0,0,1,58,88000.0,1,0,0,864,0
5373,5,5,7,1,0,1,1,0,0,58,88000.0,1,0,0,864,0
5374,5,5,5,1,1,1,1,0,0,58,88000.0,1,0,0,864,1
5375,2,10,7,1,0,1,0,1,0,58,88000.0,1,0,0,864,0
5376,10,10,7,1,1,0,1,0,0,68,71000.0,1,0,0,1689,0
5377,2,10,10,1,1,1,0,1,0,68,71000.0,1,0,0,1689,0
5378,3,7,7,1,1,1,0,1,0,62,83000.0,1,0,0,1057,1
5379,2,10,10,1,1,1,0,1,0,62,83000.0,1,0,0,1057,0
5380,0,0,4,1,0,1,0,0,1,55,30000.0,0,1,0,1666,1
5381,5,5,7,1,0,1,1,0,0,55,30000.0,0,1,0,1666,1
5382,0,0,4,1,0,1,0,0,1,49,73000.0,1,0,0,869,0
5383,5,5,7,1,0,1,1,0,0,49,73000.0,1,0,0,869,0
5384,0,0,3,1,1,0,0,0,1,49,73000.0,1,0,0,869,0
5385,5,5,7,1,0,1,1,0,0,51,110000.0,0,1,0,993,0
5386,5,20,10,0,0,1,0,1,0,51,110000.0,0,1,0,993,0
5387,3,7,7,1,1,1,0,1,0,51,110000.0,0,1,0,993,1
5388,2,10,10,1,1,1,0,1,0,51,110000.0,0,1,0,993,0
5389,10,10,7,1,1,0,1,0,0,64,105000.0,1,0,0,1045,0
5390,5,5,7,1,0,1,1,0,0,64,105000.0,1,0,0,1045,0
5391,0,0,3,1,1,0,0,0,1,64,105000.0,1,0,0,1045,0
5392,2,10,7,1,0,1,0,1,0,64,105000.0,1,0,0,1045,1
5393,10,10,5,1,1,1,1,0,0,24,32000.0,0,1,0,571,0
5394,3,7,7,1,1,1,0,1,0,24,32000.0,0,1,0,571,0
5395,2,10,7,1,0,1,0,1,0,24,32000.0,0,1,0,571,1
5396,10,10,7,1,1,0,1,0,0,19,59000.0,0,1,0,591,0
5397,10,10,5,1,1,1,1,0,0,19,59000.0,0,1,0,591,0
5398,5,20,10,0,0,1,0,1,0,19,59000.0,0,1,0,591,0
5399,0,0,3,1,1,0,0,0,1,19,59000.0,0,1,0,591,0
5400,5,5,5,1,1,1,1,0,0,19,59000.0,0,1,0,591,0
5401,0,0,4,1,0,1,0,0,1,45,67000.0,0,1,0,1210,0
5402,5,5,5,1,1,1,1,0,0,45,67000.0,0,1,0,1210,0
5403,5,5,7,1,0,1,1,0,0,58,94000.0,1,0,0,1129,0
5404,5,20,10,0,0,1,0,1,0,58,94000.0,1,0,0,1129,0
5405,2,10,10,1,1,1,0,1,0,58,94000.0,1,0,0,1129,0
5406,10,10,7,1,1,0,1,0,0,60,92000.0,0,1,0,1279,0
5407,10,10,5,1,1,1,1,0,0,60,92000.0,0,1,0,1279,0
5408,0,0,4,1,0,1,0,0,1,60,92000.0,0,1,0,1279,0
5409,0,0,4,1,0,1,0,0,1,59,103000.0,1,0,0,1000,0
5410,10,10,7,1,1,0,1,0,0,85,81000.0,1,0,0,900,0
5411,3,7,7,1,1,1,0,1,0,85,81000.0,1,0,0,900,0
5412,2,10,10,1,1,1,0,1,0,85,81000.0,1,0,0,900,1
5413,5,5,5,1,1,1,1,0,0,85,81000.0,1,0,0,900,1
5414,0,0,4,1,0,1,0,0,1,64,109000.0,1,0,0,1202,1
5415,5,5,7,1,0,1,1,0,0,64,109000.0,1,0,0,1202,0
5416,10,10,5,1,1,1,1,0,0,60,94000.0,1,0,0,1703,1
5417,5,5,7,1,0,1,1,0,0,60,94000.0,1,0,0,1703,0
5418,3,7,7,1,1,1,0,1,0,60,94000.0,1,0,0,1703,1
5419,0,0,3,1,1,0,0,0,1,60,94000.0,1,0,0,1703,0
5420,2,10,7,1,0,1,0,1,0,60,94000.0,1,0,0,1703,0
5421,10,10,7,1,1,0,1,0,0,48,89000.0,0,1,0,1427,0
5422,5,20,10,0,0,1,0,1,0,48,89000.0,0,1,0,1427,0
5423,10,10,5,1,1,1,1,0,0,83,64000.0,1,0,0,952,0
5424,10,10,5,1,1,1,1,0,0,71,35000.0,1,0,0,1074,0
5425,0,0,4,1,0,1,0,0,1,71,35000.0,1,0,0,1074,0
5426,5,20,10,0,0,1,0,1,0,71,35000.0,1,0,0,1074,0
5427,2,10,10,1,1,1,0,1,0,71,35000.0,1,0,0,1074,0
5428,10,10,7,1,1,0,1,0,0,22,45000.0,0,1,0,1498,1
5429,10,10,5,1,1,1,1,0,0,22,45000.0,0,1,0,1498,1
5430,5,20,10,0,0,1,0,1,0,22,45000.0,0,1,0,1498,1
5431,2,10,10,1,1,1,0,1,0,22,45000.0,0,1,0,1498,0
5432,0,0,3,1,1,0,0,0,1,22,45000.0,0,1,0,1498,0
5433,2,10,7,1,0,1,0,1,0,22,45000.0,0,1,0,1498,0
5434,0,0,4,1,0,1,0,0,1,75,82000.0,1,0,0,1529,0
5435,5,5,7,1,0,1,1,0,0,75,82000.0,1,0,0,1529,1
5436,2,10,10,1,1,1,0,1,0,75,82000.0,1,0,0,1529,0
5437,5,5,5,1,1,1,1,0,0,75,82000.0,1,0,0,1529,0
5438,5,20,10,0,0,1,0,1,0,83,99000.0,1,0,0,1608,1
5439,0,0,3,1,1,0,0,0,1,83,99000.0,1,0,0,1608,1
5440,10,10,7,1,1,0,1,0,0,50,69000.0,0,1,0,214,0
5441,0,0,4,1,0,1,0,0,1,50,69000.0,0,1,0,214,0
5442,5,5,7,1,0,1,1,0,0,50,69000.0,0,1,0,214,1
5443,5,5,5,1,1,1,1,0,0,50,69000.0,0,1,0,214,1
5444,5,5,7,1,0,1,1,0,0,18,43000.0,1,0,0,818,0
5445,5,20,10,0,0,1,0,1,0,18,43000.0,1,0,0,818,0
5446,2,10,7,1,0,1,0,1,0,18,43000.0,1,0,0,818,0
5447,5,5,7,1,0,1,1,0,0,39,57000.0,0,1,0,1506,0
5448,0,0,4,1,0,1,0,0,1,54,58000.0,0,1,0,600,0
5449,5,5,5,1,1,1,1,0,0,54,58000.0,0,1,0,600,0
5450,2,10,7,1,0,1,0,1,0,54,58000.0,0,1,0,600,0
5451,10,10,7,1,1,0,1,0,0,82,51000.0,1,0,0,1027,0
5452,5,5,7,1,0,1,1,0,0,82,51000.0,1,0,0,1027,0
5453,5,20,10,0,0,1,0,1,0,82,51000.0,1,0,0,1027,0
5454,0,0,3,1,1,0,0,0,1,82,51000.0,1,0,0,1027,1
5455,2,10,7,1,0,1,0,1,0,82,51000.0,1,0,0,1027,0
5456,5,20,10,0,0,1,0,1,0,55,34000.0,0,1,0,952,0
5457,0,0,3,1,1,0,0,0,1,55,34000.0,0,1,0,952,0
5458,10,10,7,1,1,0,1,0,0,23,49000.0,0,1,0,1554,0
5459,0,0,4,1,0,1,0,0,1,23,49000.0,0,1,0,1554,0
5460,3,7,7,1,1,1,0,1,0,23,49000.0,0,1,0,1554,0
5461,2,10,10,1,1,1,0,1,0,23,49000.0,0,1,0,1554,0
5462,0,0,3,1,1,0,0,0,1,23,49000.0,0,1,0,1554,0
5463,10,10,7,1,1,0,1,0,0,63,61000.0,0,1,0,438,0
5464,10,10,5,1,1,1,1,0,0,63,61000.0,0,1,0,438,1
5465,5,5,5,1,1,1,1,0,0,63,61000.0,0,1,0,438,1
5466,10,10,5,1,1,1,1,0,0,51,62000.0,0,1,0,1253,1
5467,10,10,7,1,1,0,1,0,0,50,88000.0,1,0,0,1610,1
5468,10,10,5,1,1,1,1,0,0,50,88000.0,1,0,0,1610,1
5469,3,7,7,1,1,1,0,1,0,50,88000.0,1,0,0,1610,0
5470,2,10,7,1,0,1,0,1,0,50,88000.0,1,0,0,1610,0
5471,10,10,7,1,1,0,1,0,0,57,76000.0,1,0,0,1546,0
5472,5,5,7,1,0,1,1,0,0,57,76000.0,1,0,0,1546,0
5473,5,20,10,0,0,1,0,1,0,57,76000.0,1,0,0,1546,0
5474,2,10,10,1,1,1,0,1,0,57,76000.0,1,0,0,1546,0
5475,5,20,10,0,0,1,0,1,0,60,76000.0,1,0,0,1514,0
5476,5,5,5,1,1,1,1,0,0,60,76000.0,1,0,0,1514,0
5477,5,5,7,1,0,1,1,0,0,74,48000.0,0,1,0,1809,0
5478,10,10,7,1,1,0,1,0,0,63,75000.0,0,1,0,1531,0
5479,10,10,5,1,1,1,1,0,0,63,75000.0,0,1,0,1531,0
5480,0,0,4,1,0,1,0,0,1,63,75000.0,0,1,0,1531,1
5481,5,5,7,1,0,1,1,0,0,63,75000.0,0,1,0,1531,0
5482,5,5,7,1,0,1,1,0,0,53,79000.0,1,0,0,1481,1
5483,5,20,10,0,0,1,0,1,0,53,79000.0,1,0,0,1481,0
5484,2,10,7,1,0,1,0,1,0,53,79000.0,1,0,0,1481,0
5485,5,5,5,1,1,1,1,0,0,38,51000.0,1,0,0,238,0
5486,5,20,10,0,0,1,0,1,0,50,71000.0,1,0,0,1629,0
5487,3,7,7,1,1,1,0,1,0,50,71000.0,1,0,0,1629,1
5488,2,10,10,1,1,1,0,1,0,50,71000.0,1,0,0,1629,0
5489,2,10,7,1,0,1,0,1,0,50,71000.0,1,0,0,1629,0
5490,10,10,5,1,1,1,1,0,0,33,39000.0,0,1,0,1685,0
5491,0,0,4,1,0,1,0,0,1,33,39000.0,0,1,0,1685,0
5492,5,5,7,1,0,1,1,0,0,33,39000.0,0,1,0,1685,0
5493,3,7,7,1,1,1,0,1,0,33,39000.0,0,1,0,1685,1
5494,10,10,7,1,1,0,1,0,0,57,93000.0,1,0,0,998,1
5495,5,20,10,0,0,1,0,1,0,57,93000.0,1,0,0,998,0
5496,3,7,7,1,1,1,0,1,0,57,93000.0,1,0,0,998,0
5497,0,0,3,1,1,0,0,0,1,57,93000.0,1,0,0,998,0
5498,0,0,3,1,1,0,0,0,1,79,93000.0,0,1,0,1391,0
5499,10,10,7,1,1,0,1,0,0,66,58000.0,1,0,0,1663,0
5500,5,5,7,1,0,1,1,0,0,66,58000.0,1,0,0,1663,0
5501,3,7,7,1,1,1,0,1,0,66,58000.0,1,0,0,1663,0
5502,10,10,7,1,1,0,1,0,0,66,113000.0,1,0,0,1091,0
5503,5,20,10,0,0,1,0,1,0,66,113000.0,1,0,0,1091,0
5504,0,0,3,1,1,0,0,0,1,66,113000.0,1,0,0,1091,0
5505,5,5,5,1,1,1,1,0,0,66,113000.0,1,0,0,1091,1
5506,2,10,7,1,0,1,0,1,0,66,113000.0,1,0,0,1091,0
5507,3,7,7,1,1,1,0,1,0,19,41000.0,1,0,0,1608,1
5508,0,0,3,1,1,0,0,0,1,19,41000.0,1,0,0,1608,0
5509,5,5,7,1,0,1,1,0,0,62,40000.0,0,1,0,1468,0
5510,3,7,7,1,1,1,0,1,0,62,40000.0,0,1,0,1468,0
5511,0,0,3,1,1,0,0,0,1,62,40000.0,0,1,0,1468,0
5512,2,10,7,1,0,1,0,1,0,62,40000.0,0,1,0,1468,0
5513,10,10,7,1,1,0,1,0,0,44,72000.0,0,1,0,896,0
5514,3,7,7,1,1,1,0,1,0,44,72000.0,0,1,0,896,0
5515,2,10,10,1,1,1,0,1,0,44,72000.0,0,1,0,896,0
5516,10,10,5,1,1,1,1,0,0,49,51000.0,0,1,0,1198,0
5517,0,0,4,1,0,1,0,0,1,49,51000.0,0,1,0,1198,0
5518,5,5,7,1,0,1,1,0,0,49,51000.0,0,1,0,1198,0
5519,5,20,10,0,0,1,0,1,0,49,51000.0,0,1,0,1198,0
5520,3,7,7,1,1,1,0,1,0,53,76000.0,1,0,0,785,0
5521,0,0,3,1,1,0,0,0,1,53,76000.0,1,0,0,785,0
